datenquelle|standdatum|offertnummerintern|aufschubzeitmonate|laufendenummer|ablaufrueckgewaehr|ablauf|einmalpraemie|jaehrlichepraemie|praemienzahldauermonate|praemienzahlungbis|rabattnachzahlweise|tarifid
6050|20170128|00105040265|0|1| |20260701|50000.00|0.00|0|20160701|0.00|XUPE
6050|20170128|00105124576|0|1| |20491205|0.00|3650.50|396|20491205|0.00|XDP2
6050|20170128|00105099870|0|1| |20541205|0.00|3000.00|456|20541205|0.00|XDP3
6050|20170128|00105133820|0|1| |20540105|0.00|6213.60|444|20540105|0.00|XDP3
6050|20170128|00105137470|0|1| |20391201|0.00|1153.80|276|20391201|0.00|ATXUP2
6050|20170128|00105130226|0|1| |20361205|0.00|2282.50|240|20361205|0.00|XUP2
6050|20170128|00105143536|0|1| |20330105|0.00|9790.90|192|20330105|0.00|XDP1
6050|20170128|00105134557|0|1| |20411205|0.00|2348.40|300|20411205|0.00|XDP3
6050|20170128|00105145908|0|1| |20320105|0.00|6617.10|180|20320105|0.00|XDP3
6050|20170128|00105145923|0|1| |20570105|0.00|1615.20|480|20570105|0.00|XDP1
6050|20170128|00105145924|0|2| |20270101|7860.00|0.00|0|20170101|0.00|4I
6050|20170128|00105145924|0|1| |20270101|90384.00|0.00|0|20170101|0.00|FGIE
6050|20170128|00105149682|0|2| |20270210|97834.00|0.00|0|20170210|0.00|FGIE
6050|20170128|00105149682|0|1| |20270210|8507.00|0.00|0|20170210|0.00|4I
6050|20170128|00105149801|0|2| |20280201|272923.00|0.00|0|20170201|0.00|FGIE
6050|20170128|00105149801|0|1| |20280201|27157.00|0.00|0|20170201|0.00|4I
6050|20170128|00105149860|0|1| |20470105|0.00|3741.60|360|20470105|0.00|XDP2
6050|20170128|00105131070|0|1| |20440805|0.00|1852.80|331|20440805|0.00|XDP1
6050|20170128|00105131070|0|2| |20440805|0.00|392.40|307|20420805|0.00|R1
6050|20170128|00105150124|0|1| |20311201|0.00|5581.20|178|20311201|0.00|FGP
6050|20170128|00105147704|0|1| |20540622|0.00|6768.00|450|20540622|0.00|FGV
6050|20170128|00105150325|0|1| |20330605|0.00|3480.00|196|20330605|0.00|XDP3
6050|20170128|00105150404|0|1| |20500305|0.00|3600.00|396|20500305|0.00|XDP1
6050|20170128|00105126263|0|1| |20461205|0.00|4233.00|360|20461205|0.00|XDP3
6050|20170128|00105150580|0|1| |20180107|0.00|685.70|12|20180107|0.00|42
6050|20170128|00105150653|0|1| |20381005|0.00|1210.80|260|20381005|0.00|XUP2
6050|20170128|00105150778|0|1| |20470120|0.00|1227.40|360|20470120|0.00|40
6050|20170128|00105153601|0|1| |20510705|0.00|2816.40|412|20510705|0.00|XDP3
6050|20170128|00105153692|180|2| |20420205|0.00|238.80|276|20400205|0.00|R81
6050|20170128|00105153692|0|1| |20420205|0.00|1344.00|300|20420205|0.00|XUP2
6050|20170128|00105145288|0|1| |20370105|0.00|5404.30|240|20370105|0.00|XDP3
6050|20170128|00105145288|0|3| |20370105|0.00|430.40|216|20350105|0.00|R2
6050|20170128|00105145288|0|2| |20370105|0.00|410.00|216|20350105|0.00|R1
6050|20170128|00105153694|0|2| |20370205|0.00|5404.30|240|20370205|0.00|XDP3
6050|20170128|00105153694|0|1| |20370205|0.00|430.40|216|20350205|0.00|R2
6050|20170128|00105153694|0|3| |20370205|0.00|410.00|216|20350205|0.00|R1
6050|20170128|00105153712|0|1| |20370201|0.00|2508.00|240|20370201|0.00|FGP
6050|20170128|00105153712|0|2| |20370201|0.00|183.60|240|20370201|0.00|40M
6050|20170128|00105153713|0|1| |20521105|0.00|2254.80|429|20521105|0.00|XDP2
6050|20170128|00105153715|0|1| |20511105|0.00|2260.80|417|20511105|0.00|XDP2
6050|20170128|00105153716|0|1| |20540201|0.00|566.70|324|20440201|0.00|00
6050|20170128|00105153732|0|1| |20590105|0.00|1692.00|503|20590105|0.00|XDP2
6050|20170128|00105153748|0|1| |20510205|0.00|2823.70|408|20510205|0.00|XDP1
6050|20170128|00105153750|0|1| |20600205|0.00|9424.80|516|20600205|0.00|XUP1
6050|20170128|00105153751|0|1| |20610201|0.00|1147.10|504|20590201|0.00|R1
6050|20170128|00105153752|0|1| |20580205|0.00|2827.20|492|20580205|0.00|XDP3
6050|20170128|00105153754|180|1| |20690201|300000.00|0.00|0|20170201|0.00|ATFAE
6050|20170128|00105153771|0|1|20370201| |292683.00|0.00|0|20170201|0.00|LR1SC
6050|20170128|00105153772|0|1| |20520705|0.00|4508.40|425|20520705|0.00|XDP3
6050|20170128|00105153773|0|1| |20530905|0.00|4504.80|439|20530905|0.00|XDP3
6050|20170128|00105153774|0|1| |20541205|0.00|2253.60|454|20541205|0.00|XDP2
6050|20170128|00105153794|0|1| |20420105|0.00|2809.20|298|20420105|0.00|XDP2
6050|20170128|00105153795|0|1| |20420105|0.00|2809.20|298|20420105|0.00|XDP3
6050|20170128|00105153796|0|1| |20420201|0.00|1872.50|300|20420201|0.00|40
6050|20170128|00105153797|0|2| |20270116|3200.00|0.00|0|20170116|0.00|4I
6050|20170128|00105153797|0|1| |20270116|36800.00|0.00|0|20170116|0.00|FGIE
6050|20170128|00105107845|0|1| |20330205|0.00|2400.00|194|20330205|0.00|XDP2
6050|20170128|00105153816|0|1| |20570605|0.00|2258.40|484|20570605|0.00|XDP2
6050|20170128|00105153817|0|1| |20570605|0.00|2822.40|484|20570605|0.00|XDP2
6050|20170128|00105153818|0|1| |20600505|0.00|1692.00|519|20600505|0.00|XDP2
6050|20170128|00105153833|0|1| |20550505|0.00|1698.00|459|20550505|0.00|XDP2
6050|20170128|00105153831|0|1| |20390605|0.00|1623.60|267|20390605|0.00|XUP2
6050|20170128|00105153834|0|1| |20390605|0.00|2164.80|267|20390605|0.00|XUP2
6050|20170128|00105153835|0|1| |20430605|0.00|2089.20|315|20430605|0.00|XUP2
6050|20170128|00105153848|0|1| |20320201|0.00|3450.00|180|20320201|0.00|FGV
6050|20170128|00105153855|0|1| |20340205|0.00|2232.00|204|20340205|0.00|XDP3
6050|20170128|00105132076|0|1| |20550705|0.00|2655.60|463|20550705|0.00|XDP2
6050|20170128|00105130611|0|1| |20321205|0.00|3484.70|192|20321205|0.00|XDP3
6050|20170128|00105128117|0|2| |20471205|0.00|2353.90|371|20471205|0.00|XDP3
6050|20170128|00105128117|0|1| |20471205|0.00|464.60|347|20451205|0.00|R2
6050|20170128|00105153883|4|1| |20410520|1062079.00|0.00|0|20170120|0.00|PKE
6050|20170128|00105153884|292|1|20170120| |0.00|1636.40|292|20410520|0.00|LR1ACL
6050|20170128|00105153882|0|1| |20490501|0.00|908.00|363|20470501|0.00|R1
6050|20170128|00105153896|0|2| |20270201|19512.00|0.00|0|20170201|0.00|4I
6050|20170128|00105153896|0|1| |20270201|224390.00|0.00|0|20170201|0.00|FGIE
6050|20170128|00105153899|0|2| |20410305|0.00|2650.80|288|20410305|0.00|XDP3
6050|20170128|00105153899|0|1| |20410305|0.00|714.00|264|20390305|0.00|R2
6050|20170128|00105153898|0|2| |20270201|5000.00|0.00|0|20170201|0.00|4N
6050|20170128|00105153898|0|1| |20270201|95000.00|0.00|0|20170201|0.00|FGNE
6050|20170128|00105153903|0|1| |20380305|0.00|2400.00|252|20380305|0.00|XDP3
6050|20170128|00105153902|0|1| |20300201|0.00|9082.70|156|20300201|0.00|40
6050|20170128|00105153916|0|1| |20490205|0.00|3379.90|384|20490205|0.00|XDP1
6050|20170128|00105153919|0|2| |20270201|8000.00|0.00|0|20170201|0.00|4I
6050|20170128|00105153919|0|1| |20270201|92000.00|0.00|0|20170201|0.00|FGIE
6050|20170128|00105153921|0|1| |20590205|0.00|6350.10|504|20590205|0.00|XDP1
6050|20170128|00105153923|0|2| |20530105|0.00|189.60|407|20510105|0.00|R1
6050|20170128|00105153923|0|1| |20530105|0.00|3188.40|431|20530105|0.00|XDP3
6050|20170128|00105153944|0|2| |20440105|0.00|878.40|299|20420105|0.00|R1
6050|20170128|00105153944|0|1| |20440105|0.00|1370.40|323|20440105|0.00|XDP3
6050|20170128|00105153935|0|1| |20420201|0.00|1153.80|300|20420201|0.00|ATFP
6050|20170128|00105153946|0|1| |20370405|0.00|23449.20|242|20370405|0.00|XUP2
6050|20170128|00105153934|0|1| |20350205|0.00|4148.40|216|20350205|0.00|XUP3
6050|20170128|00105153961|0|1| |20370405|0.00|17587.20|242|20370405|0.00|XUP1
6050|20170128|00105153957|0|1| |20401005|0.00|3897.60|284|20401005|0.00|XDP2
6050|20170128|00105153962|0|2| |20521105|0.00|4189.20|429|20521105|0.00|XDP3
6050|20170128|00105153962|0|1| |20521105|0.00|315.60|405|20501105|0.00|R2
6050|20170128|00105153975|0|1| |20510205|0.00|2935.20|408|20510205|0.00|XDP3
6050|20170128|00105153976|0|2| |20270201|27600.00|0.00|0|20170201|0.00|FGIE
6050|20170128|00105153976|0|1| |20270201|2400.00|0.00|0|20170201|0.00|4I
6050|20170128|00105153979|0|1| |20510205|0.00|3523.20|408|20510205|0.00|XDP3
6050|20170128|00105153980|0|1| |20401005|0.00|1670.40|284|20401005|0.00|XDP2
6050|20170128|00105152578|0|1| |20460205|0.00|936.00|324|20440205|0.00|R1
6050|20170128|00105152578|0|2| |20460205|0.00|5998.80|348|20460205|0.00|XDP2
6050|20170128|00105153997|0|2| |20530105|0.00|189.60|407|20510105|0.00|R1
6050|20170128|00105153997|0|1| |20530105|0.00|2625.60|431|20530105|0.00|XDP3
6050|20170128|00105154001|0|2| |20340105|0.00|588.00|179|20320105|0.00|R1
6050|20170128|00105154001|0|1| |20340105|0.00|4056.00|203|20340105|0.00|XDP3
6050|20170128|00105153996|0|1| |20300501|0.00|2230.80|159|20300501|0.00|FGV
6050|20170128|00105154016|0|2| |20561105|0.00|1638.00|476|20561105|0.00|XDP3
6050|20170128|00105154016|0|1| |20561105|0.00|620.40|452|20541105|0.00|R2
6050|20170128|00105154014|0|1| |20410805|0.00|2907.60|294|20410805|0.00|XDP3
6050|20170128|00105154017|0|1| |20370901|0.00|2235.60|247|20370901|0.00|FGV
6050|20170128|00105154018|0|1| |20410805|0.00|2907.60|294|20410805|0.00|XDP3
6050|20170128|00105154033|0|1| |20520205|0.00|1772.40|420|20520205|0.00|XDP3
6050|20170128|00105154019|0|1| |20370301|0.00|466.90|240|20370301|0.00|40
6050|20170128|00105154037|0|1| |20480205|0.00|2928.00|372|20480205|0.00|XDP3
6050|20170128|00105154038|0|1| |20470205|0.00|2813.90|360|20470205|0.00|XDP1
6050|20170128|00105154035|0|1| |20410205|0.00|10000.00|288|20410205|0.00|XUP3
6050|20170128|00105154052|0|1| |20460205|0.00|6614.40|348|20460205|0.00|XDP3
6050|20170128|00105154053|0|1| |20410205|0.00|15000.00|288|20410205|0.00|XUP3
6050|20170128|00105120698|0|1| |20411201|0.00|1153.80|300|20411201|0.00|ATFP
6050|20170128|00105086636|0|1| |20571101|0.00|2400.00|492|20571101|0.00|XDP3
6050|20170128|00105136602|0|1| |20330105|0.00|3502.80|192|20330105|0.00|XDP1
6050|20170128|00105137058|0|2| |20320101|4268.00|0.00|0|20170101|0.00|4N
6050|20170128|00105137058|0|1| |20320101|44512.00|0.00|0|20170101|0.00|FGNE
6050|20170128|00105137483|0|1| |20320101|0.00|1615.20|180|20320101|0.00|ATFP
6050|20170128|00105143033|0|1| |20450105|0.00|1761.60|336|20450105|0.00|XDP2
6050|20170128|00105116996|0|1| |20520205|0.00|2817.60|422|20520205|0.00|XDP3
6050|20170128|00105143587|0|1| |20490505|0.00|4089.60|388|20490505|0.00|XDP3
6050|20170128|00105146041|0|1| |20320105|0.00|1021.00|180|20320105|0.00|XUP2
6050|20170128|00105146081|0|1| |20370105|0.00|1000.60|240|20370105|0.00|XUP2
6050|20170128|00105149584|0|1| |20270201|0.00|353.30|120|20270201|0.00|40
6050|20170128|00105149243|0|2| |20500601|0.00|775.20|400|20500601|0.00|40
6050|20170128|00105149243|0|1| |20500601|0.00|385.20|376|20480601|0.00|R2
6050|20170128|00105149675|0|1| |20550205|0.00|1927.20|456|20550205|0.00|XDP2
6050|20170128|00105149675|0|2| |20550205|0.00|328.80|432|20530205|0.00|R1
6050|20170128|00105149781|0|1| |20510201|0.00|797.60|384|20490201|0.00|R2
6050|20170128|00105149853|0|1| |20440105|0.00|3362.40|324|20440105|0.00|XDP2
6050|20170128|00105150063|0|1| |20320205|0.00|22000.00|180|20320205|0.00|XUP1
6050|20170128|00105150079|0|1| |20320105|0.00|22000.00|180|20320105|0.00|XUP1
6050|20170128|00105150119|187|2| |20410905|0.00|427.20|271|20390905|0.00|R81
6050|20170128|00105150119|0|1| |20410905|0.00|1213.20|295|20410905|0.00|XUP2
6050|20170128|00105148418|0|2| |20551105|0.00|1244.40|465|20551105|0.00|XDP2
6050|20170128|00105148418|0|1| |20551105|0.00|448.80|441|20531105|0.00|R2
6050|20170128|00105150141|0|1| |20321101|0.00|5710.80|189|20321101|0.00|FGP
6050|20170128|00105150519|0|1| |20610605|0.00|1692.00|532|20610605|0.00|XDP2
6050|20170128|00105150535|0|1| |20520205|0.00|2821.10|420|20520205|0.00|XDP3
6050|20170128|00105150566|0|1| |20520205|0.00|3546.00|420|20520205|0.00|XDP2
6050|20170128|00105150630|0|1| |20520505|0.00|1690.80|422|20520505|0.00|XDP2
6050|20170128|00105150660|0|1| |20480205|0.00|3474.30|372|20480205|0.00|XDP1
6050|20170128|00105150717|0|1| |20570205|0.00|4704.00|480|20570205|0.00|XDP2
6050|20170128|00105141611|0|1| |20460905|0.00|1688.10|356|20460905|0.00|XDP3
6050|20170128|00105150899|0|2| |20270201|5000.00|0.00|0|20170201|0.00|4N
6050|20170128|00105150899|0|1| |20270201|95000.00|0.00|0|20170201|0.00|FGNE
6050|20170128|00105153529|0|1| |20470205|0.00|6205.20|360|20470205|0.00|XDP3
6050|20170128|00105153566|0|1| |20510505|0.00|6213.60|411|20510505|0.00|XDP2
6050|20170128|00105153564|0|2| |20530205|0.00|5755.20|432|20530205|0.00|XDP3
6050|20170128|00105153564|0|1| |20530205|0.00|463.20|408|20510205|0.00|R1
6050|20170128|00105153589|0|1| |20420305|0.00|1680.00|300|20420305|0.00|XDP1
6050|20170128|00105153702|0|1| |20560805|0.00|2818.80|473|20560805|0.00|XDP3
6050|20170128|00105153699|0|1| |20481205|0.00|1687.20|382|20481205|0.00|XDP3
6050|20170128|00105153704|0|1| |20560805|0.00|3381.60|473|20560805|0.00|XDP3
6050|20170128|00105153707|0|1| |20420201|0.00|1680.00|300|20420201|0.00|FGVI
6050|20170128|00105153723|0|1| |20320201|0.00|342.00|180|20320201|0.00|40
6050|20170128|00105153721|0|1| |20560305|0.00|1513.20|468|20560305|0.00|XDP1
6050|20170128|00105153721|0|2| |20560305|0.00|186.00|444|20540305|0.00|R1
6050|20170128|00105153724|0|1| |20551105|0.00|1755.60|465|20551105|0.00|XDP2
6050|20170128|00105153726|0|1| |20590105|0.00|1692.00|503|20590105|0.00|XDP2
6050|20170128|00105153727|0|1| |20600205|0.00|1692.00|516|20600205|0.00|XDP3
6050|20170128|00105153740|0|1| |20500205|0.00|6265.50|396|20500205|0.00|XDP1
6050|20170128|00105153741|0|1| |20510205|0.00|2830.90|408|20510205|0.00|XUP1
6050|20170128|00105153742|0|1| |20350205|0.00|1680.50|216|20350205|0.00|XDP1
6050|20170128|00105153759|0|1| |20440205|0.00|6240.30|324|20440205|0.00|XDP1
6050|20170128|00105153760|0|2| | |0.00|2366.90|0| |0.00|PRP
6050|20170128|00105153760|0|1| | |0.00|66.20|0| |0.00|PAP
6050|20170128|00105153762|0|1| |20400205|0.00|6332.70|276|20400205|0.00|XDP1
6050|20170128|00105153763|0|1| |20350205|0.00|2816.00|216|20350205|0.00|XUP1
6050|20170128|00105153780|0|1| |20340505|0.00|4681.20|206|20340505|0.00|XDP2
6050|20170128|00105153781|0|1| |20530105|0.00|6212.40|431|20530105|0.00|XDP2
6050|20170128|00105153782|0|1| |20530105|0.00|3751.20|431|20530105|0.00|XDP2
6050|20170128|00105154054|0|2| |20500805|0.00|738.00|377|20480805|0.00|R2
6050|20170128|00105154054|0|1| |20500805|0.00|1515.60|401|20500805|0.00|XDP3
6050|20170128|00105154055|0|2| |20500805|0.00|738.00|377|20480805|0.00|R2
6050|20170128|00105154055|0|1| |20500805|0.00|2077.20|401|20500805|0.00|XDP3
6050|20170128|00105154081|0|1| |20300120|0.00|1393.20|156|20300120|0.00|40M
6050|20170128|00105154081|0|2| |20300120|0.00|5121.60|156|20300120|0.00|FGV
6050|20170128|00105154084|0|1| |20580905|0.00|2256.00|499|20580905|0.00|XDP2
6050|20170128|00105154083|0|1| |20180201|0.00|383.90|12|20180201|0.00|42
6050|20170128|00105154085|0|2| |20420405|0.00|2170.80|302|20420405|0.00|XDP3
6050|20170128|00105154085|0|1| |20420405|0.00|634.80|278|20400405|0.00|R1
6050|20170128|00105154102|0|1| |20450105|0.00|1800.00|335|20450105|0.00|XDP3
6050|20170128|00105154106|0|1| |20480305|0.00|2245.20|372|20480305|0.00|XDP3
6050|20170128|00105154107|0|1| |20540205|0.00|3384.00|444|20540205|0.00|XDP1
6050|20170128|00105154110|0|2| |20540505|0.00|1218.00|446|20540505|0.00|XDP3
6050|20170128|00105154110|0|1| |20540505|0.00|475.20|422|20520505|0.00|R2
6050|20170128|00105154126|0|1| |20510205|0.00|2815.20|408|20510205|0.00|XDP3
6050|20170128|00105153994|0|1| |20400205|0.00|2936.80|276|20400205|0.00|XDP3
6050|20170128|00105154127|0|2| |20550801|0.00|340.80|437|20530801|0.00|R1M
6050|20170128|00105154127|0|1| |20550801|0.00|5296.80|461|20550801|0.00|FGV
6050|20170128|00105154128|0|1| |20400205|0.00|2936.80|276|20400205|0.00|XDP3
6050|20170128|00105154145|0|1| |20340205|0.00|5580.00|204|20340205|0.00|XDP1
6050|20170128|00105154143|0|1| |20420201|0.00|1153.80|300|20420201|0.00|ATFP
6050|20170128|00105154147|0|1| |20300120|0.00|6508.80|156|20300120|0.00|FGV
6050|20170128|00105154148|0|1| |20570305|0.00|2254.80|480|20570305|0.00|XDP2
6050|20170128|00105154164|0|1| |20570301|0.00|2254.80|480|20570301|0.00|FGV
6050|20170128|00105154165|0|1| |20510505|0.00|6352.80|411|20510505|0.00|XDP2
6050|20170128|00105154166|0|1| |20510205|0.00|4504.80|408|20510205|0.00|XDP3
6050|20170128|00105154177|388|1|20170120| |0.00|1504.20|388|20490520|0.00|LR1ACL
6050|20170128|00105154179|0|1| |20541105|0.00|3384.00|452|20541105|0.00|XDP3
6050|20170128|00105154178|0|1| |20320205|0.00|10000.00|180|20320205|0.00|XUP1
6050|20170128|00105154182|0|1| |20520205|0.00|3523.20|420|20520205|0.00|XDP1
6050|20170128|00105154183|0|2| |20520605|0.00|204.00|399|20500605|0.00|R1
6050|20170128|00105154183|0|1| |20520605|0.00|1488.00|423|20520605|0.00|XDP2
6050|20170128|00105154200|0|1| |20490505|0.00|6523.20|387|20490505|0.00|XDP2
6050|20170128|00105154201|0|1| |20320201|0.00|800.00|156|20300201|0.00|R2
6050|20170128|00105154202|0|2| |20450405|0.00|744.00|314|20430405|0.00|R1
6050|20170128|00105154202|0|1| |20450405|0.00|1588.80|338|20450405|0.00|XDP2
6050|20170128|00105154203|0|2| |20520105|0.00|1280.40|395|20500105|0.00|R1
6050|20170128|00105154203|0|1| |20520105|0.00|5073.60|419|20520105|0.00|XDP3
6050|20170128|00105154221|0|2| |20540705|0.00|300.00|425|20520705|0.00|R1
6050|20170128|00105154221|0|1| |20540705|0.00|2050.80|449|20540705|0.00|XDP2
6050|20170128|00105154220|0|2| |20530305|0.00|176.40|408|20510305|0.00|R2
6050|20170128|00105154220|0|1| |20530305|0.00|2652.00|432|20530305|0.00|XDP3
6050|20170128|00105154222|0|2| |20590305|0.00|2070.00|504|20590305|0.00|XDP3
6050|20170128|00105154222|0|1| |20590305|0.00|189.60|480|20570305|0.00|R1
6050|20170128|00105136297|0|1| |20320205|0.00|6595.30|180|20320205|0.00|XDP3
6050|20170128|00105154234|0|1| |20540305|0.00|2252.40|444|20540305|0.00|XDP2
6050|20170128|00105154237|0|2| |20270201|1500.00|0.00|0|20170201|0.00|4N
6050|20170128|00105154237|0|1| |20270201|28500.00|0.00|0|20170201|0.00|FGNE
6050|20170128|00105154239|0|1| |20530505|0.00|3382.80|434|20530505|0.00|XDP2
6050|20170128|00105154242|0|1| |20530505|0.00|3945.60|434|20530505|0.00|XDP2
6050|20170128|00105154255|0|2| |20520205|0.00|1923.60|420|20520205|0.00|XDP3
6050|20170128|00105154255|0|1| |20520205|0.00|337.20|396|20500205|0.00|R1
6050|20170128|00105154257|0|1| |20540305|0.00|3379.20|444|20540305|0.00|XDP2
6050|20170128|00105154258|0|2| |20520205|0.00|2488.80|420|20520205|0.00|XDP3
6050|20170128|00105154258|0|1| |20520205|0.00|337.20|396|20500205|0.00|R1
6050|20170128|00105154259|0|1| |20530505|0.00|3382.80|434|20530505|0.00|XDP2
6050|20170128|00105154275|0|1| |20560905|0.00|3754.80|475|20560905|0.00|XDP2
6050|20170128|00105154275|0|2| |20560905|0.00|327.60|451|20540905|0.00|R2
6050|20170128|00105154279|51|1| |20460520|90000.00|0.00|0|20170220|0.00|PKE
6050|20170128|00105153783|0|1| |20530105|0.00|4690.80|431|20530105|0.00|XDP2
6050|20170128|00105153806|0|2| |20270201|633731.00|0.00|0|20170201|0.00|FGIE
6050|20170128|00105153806|0|1| |20270201|55107.00|0.00|0|20170201|0.00|4I
6050|20170128|00105139994|0|1| |20500105|0.00|517.20|372|20480105|0.00|R1
6050|20170128|00105139994|0|2| |20540105|0.00|1834.80|444|20540105|0.00|XDP1
6050|20170128|00105153822|0|1| |20430305|0.00|7920.00|312|20430305|0.00|XUP3
6050|20170128|00105153824|0|1| |20430805|0.00|2800.80|317|20430805|0.00|XDP3
6050|20170128|00105153825|0|1| |20320305|0.00|6619.20|180|20320305|0.00|XDP2
6050|20170128|00105153827|0|1| |20470905|0.00|1687.20|366|20470905|0.00|XDP1
6050|20170128|00105153843|0|1| |20610205|0.00|1871.60|527|20610205|0.00|XDP2
6050|20170128|00105153843|0|2| |20610205|0.00|487.30|503|20590205|0.00|R2
6050|20170128|00105153844|0|1| |20570205|0.00|1480.80|480|20570205|0.00|XDP3
6050|20170128|00105153844|0|2| |20570205|0.00|212.40|456|20550205|0.00|R1
6050|20170128|00105153845|0|1| |20341101|0.00|5547.60|213|20341101|0.00|FGV
6050|20170128|00105153847|0|1| |20270201|0.00|1325.80|120|20270201|0.00|40
6050|20170128|00105153859|0|1| |20570205|0.00|6206.70|480|20570205|0.00|XDP3
6050|20170128|00105153862|0|1| |20320123|0.00|608.40|180|20320123|0.00|40
6050|20170128|00105153867|0|1| |20320123|0.00|1736.80|180|20320123|0.00|40
6050|20170128|00105153868|0|1| |20250201|0.00|2706.60|72|20230201|0.00|R1
6050|20170128|00105153769|0|1| |20480205|0.00|2342.80|372|20480205|0.00|XDP2
6050|20170128|00105153888|0|1| |20470305|0.00|4584.50|360|20470305|0.00|XDP2
6050|20170128|00105153890|0|1| |20561005|0.00|3386.40|476|20561005|0.00|XDP3
6050|20170128|00105141757|0|1| |20420505|0.00|4512.00|304|20420505|0.00|XDP3
6050|20170128|00105153889|0|2| |20270201|8000.00|0.00|0|20170201|0.00|4I
6050|20170128|00105153889|0|1| |20270201|92000.00|0.00|0|20170201|0.00|FGIE
6050|20170128|00105153909|0|1| |20380305|0.00|2400.00|252|20380305|0.00|XDP3
6050|20170128|00105153908|0|2| |20270201|5000.00|0.00|0|20170201|0.00|4N
6050|20170128|00105153908|0|1| |20270201|95000.00|0.00|0|20170201|0.00|FGNE
6050|20170128|00105153911|0|1| |20380305|0.00|1800.00|252|20380305|0.00|XDP3
6050|20170128|00105153913|0|1| |20590205|0.00|4184.40|504|20590205|0.00|XUP1
6050|20170128|00105153913|0|2| |20590205|0.00|327.60|480|20570205|0.00|R1
6050|20170128|00105153926|0|2| |20320201|8750.00|0.00|0|20170201|0.00|4N
6050|20170128|00105153926|0|1| |20320201|91250.00|0.00|0|20170201|0.00|FGNE
6050|20170128|00105153928|0|1| |20420205|0.00|735.00|276|20400205|0.00|R1
6050|20170128|00105153928|0|2| |20430205|0.00|5628.10|312|20430205|0.00|XDP1
6050|20170128|00105153929|0|2| |20270201|92000.00|0.00|0|20170201|0.00|FGIE
6050|20170128|00105153929|0|1| |20270201|8000.00|0.00|0|20170201|0.00|4I
6050|20170128|00105153933|0|1| |20320201|4375.00|0.00|0|20170201|0.00|4N
6050|20170128|00105153933|0|2| |20320201|45625.00|0.00|0|20170201|0.00|FGNE
6050|20170128|00105153945|0|1| |20401005|0.00|2784.00|284|20401005|0.00|XDP2
6050|20170128|00105153950|0|2| |20440105|0.00|878.40|299|20420105|0.00|R1
6050|20170128|00105153950|0|1| |20440105|0.00|1930.80|323|20440105|0.00|XDP3
6050|20170128|00105153947|0|2| |20320201|4375.00|0.00|0|20170201|0.00|4N
6050|20170128|00105153947|0|1| |20320201|45625.00|0.00|0|20170201|0.00|FGNE
6050|20170128|00105153952|0|1| |20440105|0.00|2802.00|323|20440105|0.00|XDP3
6050|20170128|00105153968|0|1| |20370405|0.00|17587.20|242|20370405|0.00|XUP3
6050|20170128|00105153966|0|2| |20270201|1500.00|0.00|0|20170201|0.00|4N
6050|20170128|00105153966|0|1| |20270201|28500.00|0.00|0|20170201|0.00|FGNE
6050|20170128|00105153971|0|2| |20520205|0.00|1486.80|420|20520205|0.00|XDP3
6050|20170128|00105153971|0|1| |20520205|0.00|204.00|396|20500205|0.00|R1
6050|20170128|00105153972|0|1| |20380205|0.00|4621.20|252|20380205|0.00|XDP1
6050|20170128|00105153987|0|1| |20580205|0.00|3418.50|492|20580205|0.00|XDP2
6050|20170128|00105153988|0|1| |20410705|0.00|3489.60|293|20410705|0.00|XDP3
6050|20170128|00105153990|0|1| |20320305|0.00|28873.20|180|20320305|0.00|XUP2
6050|20170128|00105120763|0|1| |20310116|0.00|8034.00|168|20310116|0.00|FGPI
6050|20170128|00105154005|0|1| |20300501|0.00|2788.80|159|20300501|0.00|FGV
6050|20170128|00105154003|0|1| |20600705|0.00|2925.60|521|20600705|0.00|XDP3
6050|20170128|00105154006|0|1| |20300501|0.00|3680.40|159|20300501|0.00|FGV
6050|20170128|00105154007|0|2| |20340105|0.00|588.00|179|20320105|0.00|R1
6050|20170128|00105154007|0|1| |20340105|0.00|2895.60|203|20340105|0.00|XDP3
6050|20170128|00105154280|351|1|20170220| |0.00|1321.30|351|20460520|0.00|LR1ACL
6050|20170128|00105154282|0|1| |20380205|0.00|60000.00|252|20380205|0.00|XUP1
6050|20170128|00105154304|0|1| |20540205|0.00|2920.80|444|20540205|0.00|XDP3
6050|20170128|00105154310|0|1| |20340205|0.00|14078.40|204|20340205|0.00|XUP2
6050|20170128|00105154309|0|2| |20550205|0.00|3048.00|456|20550205|0.00|XDP3
6050|20170128|00105154309|0|1| |20550205|0.00|349.20|432|20530205|0.00|R1
6050|20170128|00105154312|0|1| |20421205|0.00|6768.00|309|20421205|0.00|XDP3
6050|20170128|00105154335|0|1| |20320305|0.00|4042.80|180|20320305|0.00|XUP3
6050|20170128|00105154333|0|1| |20360201|0.00|6548.40|228|20360201|0.00|FGVI
6050|20170128|00105154336|0|1| |20530205|0.00|718.80|408|20510205|0.00|R1
6050|20170128|00105154336|0|2| |20530205|0.00|2667.60|432|20530205|0.00|XDP2
6050|20170128|00105154337|0|1| |20320305|0.00|4620.00|180|20320305|0.00|XUP3
6050|20170128|00105154343|0|1| |20340201|0.00|14078.40|204|20340201|0.00|FGPI
6050|20170128|00105153551|0|1|20170201| |100000.00|0.00|0|20170201|0.00|LR1SC
